Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page
2442,Rajashthan,Bhilwara,122,Fenugreek,Rabi,01 Nov- 15 Nov,25 Mar -05 Apr,1.0,11.0,15.0,11.0,25.0,3.0,5.0,4.0,53
2443,Rajashthan,Bhilwara,122,Isabgol,Rabi,01 Nov- 15 Nov,10 Mar -20 Mar,1.0,11.0,15.0,11.0,10.0,3.0,20.0,3.0,53
2444,Rajashthan,Bhilwara,122,Greengram,Summer,,,,,,,,,,,53
2445,Rajashthan,Bhilwara,122,Groundnut,Summer,,,,,,,,,,,53
2446,Rajashthan,Bhilwara,122,Pearlmillet,Kharif,,,,,,,,,,,53
2447,Rajashthan,Bhilwara,122,Sorghum,Kharif,,,,,,,,,,,53
2448,Rajashthan,Bhilwara,122,Maize,Kharif,15-25 June,II wk of Oct.,15.0,6.0,25.0,6.0,11.0,10.0,,,53
2449,Rajashthan,Bhilwara,122,Paddy,Kharif,20-30 June,II wk of Oct.,20.0,6.0,30.0,6.0,11.0,10.0,,,53
2450,Rajashthan,Bhilwara,122,Soybean,Kharif,15-25 June,I wk of Oct.,15.0,6.0,25.0,6.0,4.0,10.0,,,53
2451,Rajashthan,Bhilwara,122,Greengram,Kharif,25 June- 15 July,Last Wk of Sep.,25.0,6.0,15.0,7.0,25.0,9.0,,,53
2452,Rajashthan,Bhilwara,122,Blackgram,Kharif,25 June- 15 July,Last Wk of Sep.,25.0,6.0,15.0,7.0,25.0,9.0,,,53
2453,Rajashthan,Bhilwara,122,Moth,Kharif,,,,,,,,,,,53
2454,Rajashthan,Bhilwara,122,Clusterbean,Kharif,,,,,,,,,,,53
2455,Rajashthan,Bhilwara,122,Groundnut,Kharif,,,,,,,,,,,53
2456,Rajashthan,Bhilwara,122,Sesame,Kharif,,,,,,,,,,,53
2457,Rajashthan,Bhilwara,122,Cotton,Kharif,,,,,,,,,,,53
2458,Rajashthan,Bhilwara,122,Wheat,Rabi,I wk-III wk of Nov,I wk- II wk of April,1.0,,18.0,11.0,1.0,,11.0,4.0,53
2459,Rajashthan,Bhilwara,122,Barley,Rabi,,,,,,,,,,,53
2460,Rajashthan,Bhilwara,122,Chickpea,Rabi,15 Sep-15 Oct (R/F) 10 Oct-25 0ct (I),II Wk of March,15.0,9.0,25.0,,11.0,3.0,,,53
2461,Rajashthan,Bhilwara,122,Lentil,Rabi,15 Oct- 15 Nov,II Wk of March,15.0,10.0,15.0,11.0,11.0,3.0,,,53
2462,Rajashthan,Bhilwara,122,Mustard,Rabi,15 Sep-15 Oct [R/F) 10 Oct-25 0ct (I),II Wk of March,15.0,9.0,25.0,,11.0,3.0,,,53
2463,Rajashthan,Bhilwara,122,Opium,Rabi,,,,,,,,,,,53
2464,Rajashthan,Bhilwara,122,Taramira,Rabi,,,,,,,,,,,53
2465,Rajashthan,Bhilwara,122,Coriander,Rabi,15 Oct- 15 Nov,II Wk of March,15.0,10.0,15.0,11.0,11.0,3.0,,,53
2466,Rajashthan,Bhilwara,122,Cumin,Rabi,,,,,,,,,,,53
2467,Rajashthan,Bhilwara,122,Fenugreek,Rabi,,,,,,,,,,,53
2468,Rajashthan,Bhilwara,122,Isabgol,Rabi,,,,,,,,,,,53
2469,Rajashthan,Bhilwara,122,Greengram,Summer,,,,,,,,,,,53
2470,Rajashthan,Bhilwara,122,Groundnut,Summer,,,,,,,,,,,53
2471,Rajashthan,Dhaulpur,106,Pearlmillet,Kharif,20Jun-20July,10 Sep- 10 Oct,20.0,6.0,20.0,7.0,10.0,9.0,10.0,10.0,53
2472,Rajashthan,Dhaulpur,106,Sorghum,Kharif,,,,,,,,,,,53
2473,Rajashthan,Dhaulpur,106,Maize,Kharif,,,,,,,,,,,53
2474,Rajashthan,Dhaulpur,106,Paddy,Kharif,,,,,,,,,,,53
2475,Rajashthan,Dhaulpur,106,Soybean,Kharif,,,,,,,,,,,53
2476,Rajashthan,Dhaulpur,106,Greengram,Kharif,Last wk Jun- 15 July,15 Sep- 30 Sep,25.0,6.0,15.0,7.0,15.0,9.0,30.0,9.0,53
2477,Rajashthan,Dhaulpur,106,Blackgram,Kharif,,,,,,,,,,,53
2478,Rajashthan,Dhaulpur,106,Moth,Kharif,,,,,,,,,,,53
2479,Rajashthan,Dhaulpur,106,Clusterbean,Kharif,15Jun-15July,25 Sep- 15 Nov,15.0,6.0,15.0,7.0,25.0,9.0,15.0,11.0,53
2480,Rajashthan,Dhaulpur,106,Groundnut,Kharif,,,,,,,,,,,53
2481,Rajashthan,Dhaulpur,106,Pigeonpea,Kharif,01 Jun- 15 Jun,30 Oct- 15 Nov,1.0,6.0,15.0,6.0,30.0,10.0,15.0,11.0,53
2482,Rajashthan,Dhaulpur,106,Sesame,Kharif,25 Jun-15 July,10 Sep- 30 Sep,25.0,6.0,15.0,7.0,10.0,9.0,30.0,9.0,53
2483,Rajashthan,Dhaulpur,106,Castor,Kharif,,,,,,,,,,,53
2484,Rajashthan,Dhaulpur,106,Cotton,Kharif,,,,,,,,,,,53
2485,Rajashthan,Dhaulpur,106,Wheat,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15.0,11.0,15.0,12.0,15.0,3.0,15.0,4.0,53
2486,Rajashthan,Dhaulpur,106,Barley,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15.0,11.0,15.0,12.0,15.0,3.0,15.0,4.0,53
2487,Rajashthan,Dhaulpur,106,Chickpea,Rabi,01 Oct-07 Nov,20 Feb- 30 Mar,1.0,10.0,7.0,11.0,20.0,2.0,30.0,3.0,53
2488,Rajashthan,Dhaulpur,106,Mustard,Rabi,30Sep-30 Oct,15 Feb- 15 Mar,30.0,9.0,30.0,10.0,15.0,2.0,15.0,3.0,54
2489,Rajashthan,Dhaulpur,106,Taramira,Rabi,,,,,,,,,,,54
2490,Rajashthan,Dhaulpur,106,Coriander,Rabi,,,,,,,,,,,54
2491,Rajashthan,Dhaulpur,106,Fenugreek,Rabi,,,,,,,,,,,54
2492,Rajashthan,Dhaulpur,106,Fennel,Rabi,,,,,,,,,,,54
2493,Rajashthan,Dhaulpur,106,Sugarcane,Rabi,,,,,,,,,,,54
2494,Rajashthan,Dhaulpur,106,Greengram,Summer,,,,,,,,,,,54
2495,Rajashthan,Dhaulpur,106,Groundnut,Summer,,,,,,,,,,,54
2496,Rajashthan,Dungarpur,124,Pearlmillet,Kharif,,,,,,,,,,,54
2497,Rajashthan,Dungarpur,124,Sorghum,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15.0,6.0,30.0,6.0,15.0,9.0,15.0,10.0,54
2498,Rajashthan,Dungarpur,124,Maize,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15.0,6.0,30.0,6.0,15.0,9.0,15.0,10.0,54
2499,Rajashthan,Dungarpur,124,Paddy,Kharif,Mid June,Mid Oct,15.0,6.0,,,15.0,10.0,,,54
2500,Rajashthan,Dungarpur,124,Soybean,Kharif,15 June- 15 July,Mid Oct,15.0,6.0,15.0,7.0,15.0,10.0,,,54
2501,Rajashthan,Dungarpur,124,Greengram,Kharif,Mid June,II fortnight of Sep,15.0,6.0,,,22.0,9.0,,,54
2502,Rajashthan,Dungarpur,124,Blackgram,Kharif,Mid June,II fortnight of Sep,15.0,6.0,,,22.0,9.0,,,54
2503,Rajashthan,Dungarpur,124,Moth,Kharif,,,,,,,,,,,54
2504,Rajashthan,Dungarpur,124,Clusterbean,Kharif,,,,,,,,,,,54
2505,Rajashthan,Dungarpur,124,Groundnut,Kharif,10 Jun- 10 July,Mid Oct,10.0,6.0,10.0,7.0,15.0,10.0,,,54
2506,Rajashthan,Dungarpur,124,Pigeonpea,Kharif,,,,,,,,,,,54
2507,Rajashthan,Dungarpur,124,Sesame,Kharif,,,,,,,,,,,54
2508,Rajashthan,Dungarpur,124,Castor,Kharif,,,,,,,,,,,54
2509,Rajashthan,Dungarpur,124,Cotton,Kharif,,,,,,,,,,,54
2510,Rajashthan,Dungarpur,124,Wheat,Rabi,05- 25 Nov,Last wk of Mar,5.0,11.0,25.0,11.0,25.0,3.0,,,54
2511,Rajashthan,Dungarpur,124,Barley,Rabi,Mid Oct- Mid Nov,I wk of Mar,15.0,10.0,15.0,11.0,4.0,3.0,,,54
2512,Rajashthan,Dungarpur,124,Chickpea,Rabi,,,,,,,,,,,54
2513,Rajashthan,Dungarpur,124,Mustard,Rabi,,,,,,,,,,,54
2514,Rajashthan,Dungarpur,124,Taramira,Rabi,,,,,,,,,,,54
2515,Rajashthan,Dungarpur,124,Coriander,Rabi,,,,,,,,,,,54
2516,Rajashthan,Dungarpur,124,Fenugreek,Rabi,,,,,,,,,,,54
2517,Rajashthan,Dungarpur,124,Fennel,Rabi,,,,,,,,,,,54
2518,Rajashthan,Dungarpur,124,Sugarcane,Rabi,,,,,,,,,,,54
2519,Rajashthan,Dungarpur,124,Greengram,Summer,15 Feb- 15 Mar,II fortnight of May,15.0,2.0,15.0,3.0,22.0,5.0,,,54
2520,Rajashthan,Dungarpur,124,Groundnut,Summer,Mid Feb,Mid June,15.0,2.0,,,15.0,6.0,,,54
2521,Rajashthan,Hanumangarh,100,Pearlmillet,Kharif,Mid June-III wk July,Sep-Oct,15.0,6.0,18.0,7.0,15.0,9.0,15.0,10.0,54
2522,Rajashthan,Hanumangarh,100,Sorghum,Kharif,,,,,,,,,,,54
2523,Rajashthan,Hanumangarh,100,Maize,Kharif,,,,,,,,,,,54
2524,Rajashthan,Hanumangarh,100,Paddy,Kharif,25 June-I wk of July,November,25.0,6.0,4.0,7.0,15.0,11.0,,,54
2525,Rajashthan,Hanumangarh,100,Soybean,Kharif,,,,,,,,,,,54
2526,Rajashthan,Hanumangarh,100,Greengram,Kharif,First fortnight of July,September,7.0,7.0,,,15.0,9.0,,,54
2527,Rajashthan,Hanumangarh,100,Blackgram,Kharif,,,,,,,,,,,54
2528,Rajashthan,Hanumangarh,100,Moth,Kharif,Up to I5Ih August,September,,,5.0,,15.0,9.0,,,54
2529,Rajashthan,Hanumangarh,100,Clusterbean,Kharif,Mid June - mid July,Oct- Nov,15.0,6.0,15.0,7.0,15.0,10.0,15.0,11.0,54
2530,Rajashthan,Hanumangarh,100,Groundnut,Kharif,1st April - 15th June,IV wk of Oct- Mid Nov,1.0,4.0,15.0,6.0,,,15.0,11.0,54
2531,Rajashthan,Hanumangarh,100,Pigeonpea,Kharif,First fortnight of June,Nov- Dec,7.0,6.0,,,15.0,11.0,15.0,12.0,54
2532,Rajashthan,Hanumangarh,100,Sesame,Kharif,Onset of monsoon,Sept-Oct,,,,,15.0,9.0,15.0,10.0,54
2533,Rajashthan,Hanumangarh,100,Castor,Kharif,First fortnight of July,February,7.0,7.0,,,15.0,2.0,,,54
2534,Rajashthan,Hanumangarh,100,Cotton,Kharif,1st May -20th May,Nov -Dec,1.0,5.0,20.0,5.0,15.0,11.0,15.0,12.0,54
2535,Rajashthan,Hanumangarh,100,Wheat,Rabi,10-20 Nov.,Mar -Apr,10.0,11.0,20.0,11.0,15.0,3.0,15.0,4.0,54
2536,Rajashthan,Hanumangarh,100,Barley,Rabi,Mid Oct - mid Nov,March - Apr,15.0,10.0,15.0,11.0,15.0,3.0,15.0,4.0,55
2537,Rajashthan,Hanumangarh,100,Chickpea,Rabi,25 Oct - 05 Nov,March -Apr,25.0,10.0,5.0,11.0,15.0,3.0,15.0,4.0,55
2538,Rajashthan,Hanumangarh,100,Mustard,Rabi,5-20 Oct,Feb - Mar,5.0,10.0,20.0,10.0,15.0,2.0,15.0,3.0,55
2539,Rajashthan,Hanumangarh,100,Taramira,Rabi,15 Sept- 15 Oct,February,15.0,9.0,15.0,10.0,15.0,2.0,,,55
2540,Rajashthan,Hanumangarh,100,Coriander,Rabi,1 5 Oct - 1 5 Nov,April,15.0,10.0,15.0,11.0,15.0,4.0,,,55
2541,Rajashthan,Hanumangarh,100,Fenugreek,Rabi,IV wk of Oct-I wk Nov,Mar-April,,,4.0,11.0,15.0,3.0,15.0,4.0,55
2542,Rajashthan,Hanumangarh,100,Fennel,Rabi,Mid Sept -Oct,April-May,15.0,9.0,15.0,10.0,15.0,4.0,15.0,5.0,55
2543,Rajashthan,Hanumangarh,100,Sugarcane,Rabi,October,Nov of next year,15.0,10.0,,,15.0,11.0,,,55
2544,Rajashthan,Hanumangarh,100,Greengram,Summer,15 Mar- 31 Mar,May,15.0,3.0,31.0,3.0,15.0,5.0,,,55
2545,Rajashthan,Hanumangarh,100,Groundnut,Summer,,,,,,,,,,,55
2546,Rajashthan,Jaipur,110,Pearl millet,Kharif,15 June- 25 July,15- 30 Sep,15.0,6.0,25.0,7.0,15.0,9.0,30.0,9.0,55
2547,Rajashthan,Jaipur,110,Sorghum,Kharif,25 June- 15 July,15- 30 Oct,25.0,6.0,15.0,7.0,15.0,10.0,30.0,10.0,55
2548,Rajashthan,Jaipur,110,Maize,Kharif,15 June- 30 June,25 Sep- 05 Oct,15.0,6.0,30.0,6.0,25.0,9.0,5.0,10.0,55
2549,Rajashthan,Jaipur,110,Greengram,Kharif,Onset of Monsoon-30 July,15- 30 Oct,,,30.0,7.0,15.0,10.0,30.0,10.0,55
2550,Rajashthan,Jaipur,110,Black gram,Kharif,,,,,,,,,,,55
2551,Rajashthan,Jaipur,110,Cow pea,Kharif,,,,,,,,,,,55
2552,Rajashthan,Jaipur,110,Moth,Kharif,,,,,,,,,,,55
2553,Rajashthan,Jaipur,110,Clusterbean,Kharif,Last wk Jun - 30 July,15- 30 Oct,25.0,6.0,30.0,7.0,15.0,10.0,30.0,10.0,55
2554,Rajashthan,Jaipur,110,Groundnut,Kharif,01- 15 June,15- 30 Oct,1.0,6.0,15.0,6.0,15.0,10.0,30.0,10.0,55
2555,Rajashthan,Jaipur,110,Pigeonpea,Kharif,,,,,,,,,,,55
2556,Rajashthan,Jaipur,110,Sesame,Kharif,I wk July,01- 15 Oct,4.0,7.0,,,1.0,10.0,15.0,10.0,55
2557,Rajashthan,Jaipur,110,Castor,Kharif,,,,,,,,,,,55
2558,Rajashthan,Jaipur,110,Cotton,Kharif,,,,,,,,,,,55
2559,Rajashthan,Jaipur,110,Wheat,Rabi,05- 25 Nov,2 5 Mar- 10 Apr,5.0,11.0,25.0,11.0,25.0,3.0,10.0,4.0,55
2560,Rajashthan,Jaipur,110,Barley,Rabi,15 Oct- 30 Nov,15 Mar- 05 Apr,15.0,10.0,30.0,11.0,15.0,3.0,5.0,4.0,55
2561,Rajashthan,Jaipur,110,Chickpea,Rabi,IS Oct- 30 Oct,25 Feb- 15 Mar,,,30.0,10.0,25.0,2.0,15.0,3.0,55
2562,Rajashthan,Jaipur,110,Mustard,Rabi,15 Sep- 15 Oct,25 Jan- 15 Feb,15.0,9.0,15.0,10.0,25.0,1.0,15.0,2.0,55
2563,Rajashthan,Jaipur,110,Taramira,Rabi,,,,,,,,,,,55
2564,Rajashthan,Jaipur,110,Cumin,Rabi,,,,,,,,,,,55
2565,Rajashthan,Jaipur,110,Fenugreek,Rabi,25 Oct- 10 Nov,20 Mar- 05 Apr,25.0,10.0,10.0,11.0,20.0,3.0,5.0,4.0,55
2566,Rajashthan,Jaipur,110,Fennel,Rabi,,,,,,,,,,,55
2567,Rajashthan,Jaipur,110,Isabgol,Rabi,,,,,,,,,,,55
2568,Rajashthan,Jaipur,110,P. millet,Summer,,,,,,,,,,,55
2569,Rajashthan,Jaipur,110,Greengram,Summer,01 Mar- 15 Mar,15 May- 30 May,1.0,3.0,15.0,3.0,15.0,5.0,30.0,5.0,55
2570,Rajashthan,Jaisalmer,114,Pearl millet,Kharif,15 June- 25 July,15 Oct- 25 Oct,15.0,6.0,25.0,7.0,15.0,10.0,25.0,10.0,55
2571,Rajashthan,Jaisalmer,114,Sorghum,Kharif,,,,,,,,,,,55
2572,Rajashthan,Jaisalmer,114,Maize,Kharif,,,,,,,,,,,55
2573,Rajashthan,Jaisalmer,114,Greengram,Kharif,15Jun-15July,10 Oct- 15 Oct,15.0,6.0,15.0,7.0,10.0,10.0,15.0,10.0,55
2574,Rajashthan,Jaisalmer,114,Black gram,Kharif,,,,,,,,,,,55
2575,Rajashthan,Jaisalmer,114,Cow pea,Kharif,,,,,,,,,,,55
2576,Rajashthan,Jaisalmer,114,Moth,Kharif,15 Jun-15 July,10 Oct -15 Oct,15.0,6.0,15.0,7.0,10.0,10.0,15.0,10.0,55
2577,Rajashthan,Jaisalmer,114,Clusterbean,Kharif,25Jun-15July,10 Oct -31 Oct,25.0,6.0,15.0,7.0,10.0,10.0,31.0,10.0,55
2578,Rajashthan,Jaisalmer,114,Groundnut,Kharif,15 June-30 June,Mid Nov.,15.0,6.0,30.0,6.0,15.0,11.0,,,55
2579,Rajashthan,Jaisalmer,114,Pigeonpea,Kharif,,,,,,,,,,,55
2580,Rajashthan,Jaisalmer,114,Sesame,Kharif,15 Jun-15 July,10 Oct -15 Oct,15.0,6.0,15.0,7.0,10.0,10.0,15.0,10.0,55
2581,Rajashthan,Jaisalmer,114,Castor,Kharif,,,,,,,,,,,55
2582,Rajashthan,Jaisalmer,114,Cotton,Kharif,15 Apr-15 May,150ct-310ct,15.0,4.0,15.0,5.0,15.0,,31.0,,55
2583,Rajashthan,Jaisalmer,114,Wheat,Rabi,10 Nov-25 Nov,10 Apr-20 Apr,10.0,11.0,25.0,11.0,10.0,4.0,20.0,4.0,55
2584,Rajashthan,Jaisalmer,114,Barley,Rabi,15 Nov- 5 Dec,25 Mar- 5 Apr,15.0,11.0,5.0,12.0,25.0,3.0,5.0,4.0,55
2585,Rajashthan,Jaisalmer,114,Chickpea,Rabi,10 Oct- 5 Nov,10 Mar -20 Mar,10.0,10.0,5.0,11.0,10.0,3.0,20.0,3.0,56
2586,Rajashthan,Jaisalmer,114,Mustard,Rabi,15 Oct- 10 Nov,I wk to II wk of Mar,15.0,10.0,10.0,11.0,1.0,,11.0,3.0,56
2587,Rajashthan,Jaisalmer,114,Taramira,Rabi,15 Oct- 31 Oct,I wk to II wk of Mar,15.0,10.0,31.0,10.0,1.0,,11.0,3.0,56
2588,Rajashthan,Jaisalmer,114,Cumin,Rabi,01 Nov- 15 Nov,10 Mar - 15 Mar,1.0,11.0,15.0,11.0,10.0,3.0,15.0,3.0,56
2589,Rajashthan,Jaisalmer,114,Fenugreek,Rabi,01 Nov- 15 Nov,25 Mar -05 Apr,1.0,11.0,15.0,11.0,25.0,3.0,5.0,4.0,56
2590,Rajashthan,Jaisalmer,114,Fennel,Rabi,,,,,,,,,,,56
2591,Rajashthan,Jaisalmer,114,Isabgol,Rabi,01 Nov- IS Nov,10 Mar -20 Mar,1.0,11.0,,,10.0,3.0,20.0,3.0,56
2592,Rajashthan,Jaisalmer,114,P. millet,Summer,,,,,,,,,,,56
2593,Rajashthan,Jaisalmer,114,Greengram,Summer,,,,,,,,,,,56
2594,Rajashthan,Jalore,116,Pearl millet,Kharif,Mid June- Mid July,Last Wk of Sep.,15.0,6.0,15.0,7.0,25.0,9.0,,,56
2595,Rajashthan,Jalore,116,Sorghum,Kharif,Mid June- July,Last Wk of Sep.,15.0,6.0,15.0,7.0,25.0,9.0,,,56
2596,Rajashthan,Jalore,116,Maize,Kharif,Mid June- Mid July,Last Wk of Sep,15.0,6.0,15.0,7.0,25.0,9.0,,,56
2597,Rajashthan,Jalore,116,Greengram,Kharif,July,September,15.0,7.0,,,15.0,9.0,,,56
2598,Rajashthan,Jalore,116,Black gram,Kharif,,,,,,,,,,,56
2599,Rajashthan,Jalore,116,Cow pea,Kharif,,,,,,,,,,,56
2600,Rajashthan,Jalore,116,Moth,Kharif,July,September,15.0,7.0,,,15.0,9.0,,,56
2601,Rajashthan,Jalore,116,Clusterbean,Kharif,,,,,,,,,,,56
2602,Rajashthan,Jalore,116,Groundnut,Kharif,15 June-15 July,End of Oct,15.0,6.0,15.0,7.0,28.0,,,,56
2603,Rajashthan,Jalore,116,Pigeonpea,Kharif,,,,,,,,,,,56
2604,Rajashthan,Jalore,116,Sesame,Kharif,Mid June- Mid July,Last Wk of Sep,15.0,6.0,15.0,7.0,25.0,9.0,,,56
2605,Rajashthan,Jalore,116,Castor,Kharif,I wk of August,March,4.0,8.0,,,15.0,3.0,,,56
2606,Rajashthan,Jalore,116,Cotton,Kharif,Mid May-I wk of June,Nov-Dec,15.0,5.0,4.0,6.0,15.0,11.0,15.0,12.0,56
2607,Rajashthan,Jalore,116,Wheat,Rabi,November,Last Wk of Mar-1 wk of,15.0,11.0,,,25.0,3.0,4.0,,56
2608,Rajashthan,Jalore,116,Barley,Rabi,November,March,15.0,11.0,,,15.0,3.0,,,56
2609,Rajashthan,Jalore,116,Chickpea,Rabi,October,Mid Feb-Mid Mar,15.0,10.0,,,15.0,2.0,15.0,3.0,56
2610,Rajashthan,Jalore,116,Mustard,Rabi,October,February,15.0,10.0,,,15.0,2.0,,,56
2611,Rajashthan,Jalore,116,Taramira,Rabi,October,End of February,15.0,10.0,,,28.0,,,,56
2612,Rajashthan,Jalore,116,Cumin,Rabi,November,March,15.0,11.0,,,15.0,3.0,,,56
2613,Rajashthan,Jalore,116,Fenugreek,Rabi,,,,,,,,,,,56
2614,Rajashthan,Jalore,116,Fennel,Rabi,August,February,15.0,8.0,,,15.0,2.0,,,56
2615,Rajashthan,Jalore,116,Isabgol,Rabi,November,March,15.0,11.0,,,15.0,3.0,,,56
2616,Rajashthan,Jalore,116,P. millet,Summer,Last wk Feb-1 wk Mar,End of May,25.0,2.0,4.0,3.0,28.0,,,,56
2617,Rajashthan,Jalore,116,Greengram,Summer,,,,,,,,,,,56
2618,HP,Bilaspur,30,Maize,kHARIF,1st June to 30th June,15th Sept to 15th Oct,1.0,6.0,30.0,6.0,15.0,9.0,15.0,10.0,56
2619,HP,Bilaspur,30,Paddy,kHARIF,15th June to 7th July,25th Sept to 15th Nov,15.0,6.0,7.0,7.0,25.0,9.0,15.0,11.0,56
2620,HP,Bilaspur,30,Mash,kHARIF,Last Week of June to 1st Week of July,1st Oct to 31st Oct,25.0,6.0,4.0,7.0,1.0,10.0,31.0,10.0,56
2621,HP,Bilaspur,30,Rajmash,kHARIF,1st June to 30th June,1st Oct to 31st Oct,1.0,6.0,30.0,6.0,1.0,10.0,31.0,10.0,56
2622,HP,Bilaspur,30,Oilseeds (Til etc.),kHARIF,Last week of June to 1st Week of July,15th Oct to 15th Nov,25.0,6.0,4.0,7.0,15.0,10.0,15.0,11.0,56
2623,HP,Bilaspur,30,Ginger,kHARIF,15th June to 30th June,15th Nov to 31st Dec,15.0,6.0,30.0,6.0,15.0,11.0,31.0,12.0,56
2624,HP,Bilaspur,30,Potato,kHARIF,-,-,,,,,,,,,56
2625,HP,Bilaspur,30,Vegetables,kHARIF,1st June to 30th June,Sept-Oct,1.0,6.0,30.0,6.0,15.0,9.0,15.0,10.0,56
2626,HP,Chamba,23,Maize,kHARIF,2nd Week of April to 30th June,15th Sept. to 30th Nov,11.0,4.0,30.0,6.0,15.0,9.0,30.0,11.0,56
2627,HP,Chamba,23,Paddy,kHARIF,1st July 30th July,15th Oct to 30th Nov,1.0,7.0,,,15.0,10.0,30.0,11.0,56
2628,HP,Chamba,23,Mash,kHARIF,2nd week of May to 31st July,15 Sept. to 30th Sept.,11.0,5.0,31.0,7.0,15.0,9.0,30.0,9.0,56
2629,HP,Chamba,23,Rajmash,kHARIF,2nd week of May to 31st July,15th Sept to 30 Sept,11.0,5.0,31.0,7.0,15.0,9.0,30.0,9.0,56
2630,HP,Chamba,23,Oilseeds (Til etc.),kHARIF,15th July to 30th July,1st Oct to 20th Oct,15.0,7.0,30.0,7.0,1.0,10.0,20.0,10.0,56
2631,HP,Chamba,23,Ginger,kHARIF,1st May to 15th May,1st Dec to 31st Jan,1.0,5.0,15.0,5.0,1.0,12.0,31.0,1.0,56
2632,HP,Chamba,23,Potato,kHARIF,-,-,,,,,,,,,57
2633,HP,Chamba,23,Vegetables,kHARIF,1st April to 30th May,15th June to 30th Sept.,1.0,4.0,30.0,5.0,15.0,6.0,30.0,9.0,57
2634,HP,Hamirpur,28,Maize,kHARIF,1st June to 30th June,15th Sept. to 15th Oct.,1.0,6.0,30.0,6.0,15.0,9.0,15.0,10.0,57
2635,HP,Hamirpur,28,Paddy,kHARIF,15th June to 15th July,15th Oct. to 15th Nov.,15.0,6.0,15.0,7.0,15.0,10.0,15.0,11.0,57
2636,HP,Hamirpur,28,Mash,kHARIF,1st July to 15th July,15th oct to 30th oct,1.0,7.0,15.0,7.0,15.0,10.0,30.0,10.0,57
2637,HP,Hamirpur,28,Rajmash,kHARIF,-,-,,,,,,,,,57
2638,HP,Hamirpur,28,Oilseeds (Til etc.),kHARIF,1st June to 30th June,15th Sept. to 15th Oct.,1.0,6.0,30.0,6.0,15.0,9.0,15.0,10.0,57
2639,HP,Hamirpur,28,Ginger,kHARIF,15th May to 15th June,1st Dec. to 15th Jan,15.0,5.0,15.0,6.0,1.0,12.0,15.0,1.0,57
2640,HP,Hamirpur,28,Potato,kHARIF,15th Aug to 30th Sept,1st Dec to 15th Jan,15.0,8.0,30.0,9.0,1.0,12.0,15.0,1.0,57
2641,HP,Hamirpur,28,Vegetables,kHARIF,1st June to 30th June,15th Aug to 15th Oct,1.0,6.0,30.0,6.0,15.0,8.0,15.0,10.0,57
2642,HP,Kangra,24,Maize,kHARIF,15th May to 15th June,25th Aug to 25th Sept,15.0,5.0,15.0,6.0,25.0,8.0,25.0,9.0,57
2643,HP,Kangra,24,Paddy,kHARIF,25th May to 15th June,5th Oct to 25th Oct,25.0,5.0,15.0,6.0,5.0,10.0,25.0,10.0,57
2644,HP,Kangra,24,Mash,kHARIF,15th June to 15th July,15th Sept to 15th Oct,15.0,6.0,15.0,7.0,15.0,9.0,15.0,10.0,57
2645,HP,Kangra,24,Rajmash,kHARIF,15th April to 15th May,15th Aug to 15th Sept,15.0,4.0,15.0,5.0,15.0,8.0,15.0,9.0,57
2646,HP,Kangra,24,Oilseeds (Til etc.),kHARIF,15th June to 15th July,15th Sept to 15th Oct,15.0,6.0,15.0,7.0,15.0,9.0,15.0,10.0,57
2647,HP,Kangra,24,Ginger,kHARIF,25th April to 15th May,15th Oct to 15th Nov,25.0,4.0,15.0,5.0,15.0,10.0,15.0,11.0,57
2648,HP,Kangra,24,Potato,kHARIF,15th April to 10th May,20th July to 15th Aug,15.0,4.0,10.0,5.0,20.0,7.0,15.0,8.0,57
2649,HP,Kangra,24,Vegetables,kHARIF,March to May,June to Aug,15.0,3.0,15.0,5.0,15.0,6.0,15.0,8.0,57
2650,HP,Kinnaur,34,Maize,kHARIF,1st Week of April to 1st Week of May,Last Week of Sept. to 2nd Week of Oct,4.0,4.0,4.0,5.0,25.0,9.0,11.0,10.0,57
2651,HP,Kinnaur,34,Paddy,kHARIF,1st Week of June to 30th June,Last Week of Oct,4.0,6.0,30.0,6.0,25.0,10.0,,,57
2652,HP,Kinnaur,34,Mash,kHARIF,Last Week of June to 1st Week of July,Last Week of Oct,25.0,6.0,4.0,7.0,25.0,10.0,,,57
2653,HP,Kinnaur,34,Rajmash,kHARIF,1st Week of April to 1st Week of May,Last Week of Sept. to 2nd Week of Oct,4.0,4.0,4.0,5.0,25.0,9.0,11.0,10.0,57
2654,HP,Kinnaur,34,Oilseeds (Til etc.),kHARIF,-,-,,,,,,,,,57
2655,HP,Kinnaur,34,Ginger,kHARIF,-,-,,,,,,,,,57
2656,HP,Kinnaur,34,Potato,kHARIF,Last Week of March to 1st Week of April,last Week of Aug,25.0,3.0,4.0,4.0,25.0,8.0,,,57
